ABL1	CGC
ABL2	CGC
AKT1	CGC
AKT2	CGC
ALDH2	CGC
ALK	CGC
APC	CGC
BIRC3	CGC
FAS	CGC
RHOH	CGC
ARNT	CGC
ATF1	CGC
ATIC	CGC
ATM	CGC
ATP1A1	CGC
ATP2B3	CGC
ATRX	CGC
CCND1	CGC
BCL2	CGC
BCL3	CGC
BCL5	CGC
BCL6	CGC
BCL7A	CGC
BCL9	CGC
TNFRSF17	CGC
BCR	CGC
PRDM1	CGC
BLM	CGC
BMPR1A	CGC
FOXL2	CGC
BRCA1	CGC
BRAF	CGC
BRCA2	CGC
BTG1	CGC
BUB1B	CGC
CACNA1D	CGC
CALR	CGC
CARS	CGC
CASP8	CGC
RUNX1	CGC
RUNX1T1	CGC
CBFA2T3	CGC
CBFB	CGC
CBL	CGC
CBLB	CGC
CCND2	CGC
CCND3	CGC
CCNE1	CGC
CD74	CGC
CD79A	CGC
CD79B	CGC
CDH1	CGC
CDH11	CGC
CDK4	CGC
CDK6	CGC
CDKN2A	CGC
CDKN2C	CGC
CDX2	CGC
CEBPA	CGC
CHN1	CGC
CLTC	CGC
COL1A1	CGC
KLF6	CGC
COX6C	CGC
CREB1	CGC
CREBBP	CGC
CSF3R	CGC
CTNNB1	CGC
CYLD	CGC
DAXX	CGC
DDB2	CGC
DDIT3	CGC
DDX5	CGC
DDX6	CGC
DDX10	CGC
DNM2	CGC
DNMT3A	CGC
EBF1	CGC
EGFR	CGC
EIF4A2	CGC
ELF4	CGC
ELK4	CGC
ELN	CGC
EP300	CGC
EPS15	CGC
ERBB2	CGC
ERCC2	CGC
ERCC3	CGC
ERCC4	CGC
ERCC5	CGC
ERG	CGC
ETV1	CGC
ETV4	CGC
ETV5	CGC
ETV6	CGC
MECOM	CGC
EWSR1	CGC
EXT1	CGC
EXT2	CGC
EZH2	CGC
FANCA	CGC
FANCC	CGC
FANCD2	CGC
FANCE	CGC
ACSL3	CGC
FANCF	CGC
FANCG	CGC
FCGR2B	CGC
FGFR1	CGC
FGFR3	CGC
FGFR2	CGC
FH	CGC
FHIT	CGC
FOXO1	CGC
FOXO3	CGC
FLI1	CGC
FLT3	CGC
FUS	CGC
KDSR	CGC
GATA1	CGC
GATA2	CGC
GATA3	CGC
GPC3	CGC
GNA11	CGC
GNAQ	CGC
GNAS	CGC
MSH6	CGC
H3F3A	CGC
HIP1	CGC
MNX1	CGC
HLF	CGC
HMGA1	CGC
FOXA1	CGC
HNRNPA2B1	CGC
TLX1	CGC
HOXA9	CGC
HOXA11	CGC
HOXA13	CGC
HOXC11	CGC
HOXC13	CGC
HOXD11	CGC
HOXD13	CGC
HRAS	CGC
HSP90AA1	CGC
HSP90AB1	CGC
IDH1	CGC
IDH2	CGC
IGH	CGC
IGL	CGC
IL2	CGC
IL6ST	CGC
IL7R	CGC
IRF4	CGC
ITK	CGC
JAK1	CGC
JAK2	CGC
JAK3	CGC
JUN	CGC
KCNJ5	CGC
KDR	CGC
KIF5B	CGC
KIT	CGC
KLK2	CGC
KRAS	CGC
KTN1	CGC
AFF3	CGC
LASP1	CGC
LCK	CGC
LCP1	CGC
LIFR	CGC
LMO1	CGC
LMO2	CGC
LPP	CGC
LYL1	CGC
SMAD4	CGC
MAF	CGC
MAX	CGC
MDM2	CGC
MDM4	CGC
MEN1	CGC
MET	CGC
CIITA	CGC
MITF	CGC
MLF1	CGC
MLH1	CGC
KMT2A	CGC
MLLT1	CGC
AFF1	CGC
MLLT3	CGC
MLLT4	CGC
MLLT6	CGC
FOXO4	CGC
MN1	CGC
MPL	CGC
MSH2	CGC
MSN	CGC
MTCP1	CGC
MUC1	CGC
MUTYH	CGC
MYB	CGC
MYC	CGC
MYCL	CGC
MYCN	CGC
MYD88	CGC
MYH9	CGC
MYH11	CGC
NACA	CGC
NBN	CGC
NF1	CGC
NF2	CGC
NFE2L2	CGC
NFIB	CGC
NFKB2	CGC
NONO	CGC
CNOT3	CGC
NOTCH1	CGC
NOTCH2	CGC
NPM1	CGC
NRAS	CGC
NTRK1	CGC
NTRK3	CGC
NUMA1	CGC
NUP98	CGC
OMD	CGC
PAFAH1B2	CGC
PAX3	CGC
PAX5	CGC
PAX7	CGC
PBX1	CGC
PCM1	CGC
PDGFB	CGC
PDGFRA	CGC
PDGFRB	CGC
PER1	CGC
PIK3CA	CGC
PIM1	CGC
PIK3R1	CGC
PLAG1	CGC
PML	CGC
PMS1	CGC
PMS2	CGC
PRRX1	CGC
SEPT5	CGC
POU2AF1	CGC
POU5F1	CGC
PPARG	CGC
PPP2R1A	CGC
PRCC	CGC
PRF1	CGC
PRKAR1A	CGC
MAP2K1	CGC
MAP2K2	CGC
PTCH1	CGC
PTEN	CGC
PTPN11	CGC
PTPRC	CGC
RAC1	CGC
RAD21	CGC
RAD51B	CGC
RAF1	CGC
RALGDS	CGC
RAP1GDS1	CGC
RARA	CGC
RB1	CGC
KDM5A	CGC
REL	CGC
RET	CGC
TRIM27	CGC
ROS1	CGC
RPL5	CGC
RPL10	CGC
RPL22	CGC
RPN1	CGC
SDC4	CGC
SDHB	CGC
SDHC	CGC
SDHD	CGC
MAP2K4	CGC
SET	CGC
SFPQ	CGC
SRSF2	CGC
SRSF3	CGC
SH3GL1	CGC
STIL	CGC
SMARCA4	CGC
SMARCB1	CGC
SMARCE1	CGC
SMO	CGC
SOX2	CGC
SSX1	CGC
SSX2	CGC
SSX4	CGC
SS18	CGC
STAT3	CGC
STAT5B	CGC
STK11	CGC
SYK	CGC
TAL1	CGC
TAL2	CGC
TCEA1	CGC
HNF1A	CGC
TCF3	CGC
TCF7L2	CGC
TCF12	CGC
TRA	CGC
TRB	CGC
TRD	CGC
TERT	CGC
TFE3	CGC
TFRC	CGC
NKX2-1	CGC
TMPRSS2	CGC
TNFAIP3	CGC
TOP1	CGC
TP53	CGC
TPM3	CGC
TPM4	CGC
TPR	CGC
TSC1	CGC
TSC2	CGC
TSHR	CGC
U2AF1	CGC
KDM6A	CGC
VHL	CGC
EZR	CGC
WAS	CGC
WHSC1	CGC
WRN	CGC
WT1	CGC
XPA	CGC
XPC	CGC
XPO1	CGC
YWHAE	CGC
CNBP	CGC
ZBTB16	CGC
ZMYM2	CGC
PAX8	CGC
DEK	CGC
TFEB	CGC
RNF217-AS1	CGC
KAT6A	CGC
NR4A3	CGC
BRD3	CGC
NUP214	CGC
MLLT10	CGC
CCDC6	CGC
NCOA4	CGC
KMT2D	CGC
HMGA2	CGC
TCL1A	CGC
TAF15	CGC
ELL	CGC
CLTCL1	CGC
ZRSR2	CGC
KDM5C	CGC
ARID1A	CGC
HIST1H4I	CGC
TRRAP	CGC
PICALM	CGC
AXIN1	CGC
BAP1	CGC
HIST1H3B	CGC
GAS7	CGC
NCOA1	CGC
SOCS1	CGC
TNFRSF14	CGC
TRIM24	CGC
GMPS	CGC
FUBP1	CGC
BCL10	CGC
PHOX2B	CGC
USP6	CGC
RABEP1	CGC
PCSK7	CGC
KLF4	CGC
TRIP11	CGC
RECQL4	CGC
PDE4DIP	CGC
HERPUD1	CGC
SRGAP3	CGC
MAFB	CGC
GOLGA5	CGC
THRAP3	CGC
MED12	CGC
ABI1	CGC
SH2B3	CGC
AKAP9	CGC
LHFP	CGC
OLIG2	CGC
GPHN	CGC
FSTL3	CGC
IKZF1	CGC
TFG	CGC
NDRG1	CGC
NCOA2	CGC
SLC34A2	CGC
STAG2	CGC
SEPT9	CGC
MALT1	CGC
MLLT11	CGC
CLP1	CGC
CNTRL	CGC
FGFR1OP	CGC
PSIP1	CGC
WIF1	CGC
CHEK2	CGC
DUX4L1	CGC
NT5C2	CGC
FNBP1	CGC
ERC1	CGC
ARHGAP26	CGC
CIC	CGC
SEPT6	CGC
CAMTA1	CGC
ACSL6	CGC
ARHGEF12	CGC
CRTC1	CGC
DICER1	CGC
SF3B1	CGC
HEY1	CGC
BRD4	CGC
SUZ12	CGC
KAT6B	CGC
PATZ1	CGC
CBLC	CGC
POT1	CGC
ZNF521	CGC
WWTR1	CGC
SS18L1	CGC
SETBP1	CGC
CHIC2	CGC
TCL6	CGC
FOXP1	CGC
AFF4	CGC
EML4	CGC
SETD2	CGC
CD274	CGC
TFPT	CGC
TLX3	CGC
IL21R	CGC
IGK	CGC
SBDS	CGC
NIN	CGC
UBR5	CGC
NCKIPSD	CGC
TRIM33	CGC
SUFU	CGC
CDK12	CGC
BCL11A	CGC
FEV	CGC
TET2	CGC
FAM46C	CGC
BCOR	CGC
RNF43	CGC
WHSC1L1	CGC
SDHAF2	CGC
PBRM1	CGC
FBXW7	CGC
ZNF331	CGC
ACKR3	CGC
CASC5	CGC
GOPC	CGC
MKL1	CGC
KIAA1549	CGC
RNF213	CGC
CCNB1IP1	CGC
KMT2C	CGC
PRDM16	CGC
CRLF2	CGC
NSD1	CGC
CREB3L2	CGC
RBM15	CGC
CRTC3	CGC
RANBP17	CGC
BCL11B	CGC
ASPSCR1	CGC
CHCHD7	CGC
CDC73	CGC
TBL1XR1	CGC
PALB2	CGC
FBXO11	CGC
C2orf44	CGC
TET1	CGC
PDCD1LG2	CGC
FIP1L1	CGC
FCRL4	CGC
BRIP1	CGC
TRAF7	CGC
PHF6	CGC
HOOK3	CGC
CARD11	CGC
MAML2	CGC
SLC45A3	CGC
CREB3L1	CGC
SNX29	CGC
SPECC1	CGC
RMI2	CGC
LRIG3	CGC
MSI2	CGC
CANT1	CGC
AMER1	CGC
VTI1A	CGC
C15orf65	CGC
TTL	CGC
ZNF384	CGC
ASXL1	CGC
ARID2	CGC
FLCN	CGC
JAZF1	CGC
NUTM1	CGC
MDS2	CGC
HMGN2P46	CGC
P2RY8	CGC
ECT2L	CGC
MALAT1	CGC
NUTM2A	CGC
NUTM2B	CGC
C12orf9	CGC
